platform,comment,timestamp,username,sentimen
YouTube,jasamu itu apa orang reseh seperti  roi Suryo dan rekan  terhadap bangsa ini rakyat tidak ada yang suka orang bikin gadoh bangsa ini  penjarakan aja Roy  Suryo dkk SE umur  hidup biar bangsa ini ayem tentrem  ok bajingan Roy Suryo dkk  bikin gaduh terus 😝😝😝😭,8 menit yang lalu,@subagio9747,Positif
YouTube,Ibu ibu yg suka menyebar fitnah dan menyebar kebencian dan juga selalu mencari kesalahan orang lain...memang harus di beri pelajaran...pak Jokowi juga manusia biasa yg punya perasaan sakit hati...sesabar sabarnya orang tetep manusia biasa..,8 menit yang lalu,@mochammadmuhaimin5564,Netral
YouTube,"Ya biar kapok emak² kq melok², lek dipenjara Yo awakmu sing tanggung jawab Roy, awakmu sing provokator",8 menit yang lalu,@akbarbimantara4654,Netral
YouTube,Isu2 kaya gini sampe keluar negri gk ya? Dan apa dampaknya🤔🤔🤔,8 menit yang lalu,@icymens8737,Netral
YouTube,"Saya heran sama orang-orang yang mempermasalahkan ini.

 banyak sekali pengusaha-pengusaha yang gulung tikar dan investor investor luar negeri yang mau menginvasi di Indonesia pada lari kocar-kacir 

serta para ormas yang meminta haknya di mana-mana

Pertanyaannya begini

Kenapa tidak berusaha membikin lapangan pekerjaan di Indonesia lebih banyak

Supaya Indonesia maju....",8 menit yang lalu,@jiwosatria5931,Netral
YouTube,"Dari pak Roy suryo dan kawan2nya yang berusa membongkar kepalsuan ijazah jokowi demi terungkap kebenaran, kita rakyat akan melihat siapa2 selama ini yang bersubhat menutupi kebohongan demi kebohongan.",8 menit yang lalu,@MerahBulan,Netral
YouTube,Kandangkan biang rusuh ini,8 menit yang lalu,@omganteng4700,Netral
YouTube,jokowi memang suka jebak rakyat nya sendiri😂 dendam gara gara delembar kertas bisa masuk penjarakan orang lain anjay slebeww,8 menit yang lalu,@ilhammudin5233,Netral
YouTube,"Rakyat Indonesia sebentar lagi akan menyaksikan ENDING dari DRAMA polemik ijasah Pak Jokowi ,, siapakah yg akan menang di game WINNER take ALL ini 😮 ??!!",8 menit yang lalu,@goldenrules5697,Negatif
YouTube,Berita jembut...!!!,8 menit yang lalu,@Silent_Traders,Netral
YouTube,Pada kepo ijazah jokowi... Kurang kerjaan....  Si roy yg enak di apain ya,8 menit yang lalu,@minot1555,Netral
YouTube,"Cengar cengir aja mas suryo anggap enteng laporan jokowi, semoga nanti masih cengar cengir juga,didepan penyidik.",9 menit yang lalu,@syamzalisatriaperdana,Netral
YouTube,"Mempidanakan dua ibu2 menurut Roi Suryo, habis ijazah apalagi pak ?,  akta lahir pak Jokowi, habis akta lahir apa lagi  pak ?, Jokowi sudah selesai , kalau mau tembak langsung aja ama yg dituju, jangan membenturkan kepala ketembok sakit lho pak, hati2 kalau mau cari popularitas jangan serampangan,  hormati harga diri bapak jangan mengatasnamakan kejujuran sedangkan kita lupa pada diri sendiri",9 menit yang lalu,@EndangsriWahyuni-ce1zs,Netral
YouTube,"Wah sdh minta, belas kasihan, ky apa koar "" Anda, tolong dong koreksi diri sendiri byk bicara tapi untuk nkri tdk ada jasa yg terlihat di masarakat  ini.",9 menit yang lalu,@SibengPutra,Netral
YouTube,Gua yakin #RoySuryo itu bakalan dikrangkeng krn muliut busuknya!,9 menit yang lalu,@MelkyMey,Netral
YouTube,"prtnyaannya itu pak jokowi tsbt sudh lengser dari seorang presiden kan msih dpt UANG pensiunan dari Negara yaa.. dan uang tsbt dari uang rakyat jg, llu knpa rakyat mmpertnyakan ttg ssuatu yg disembunyikan nya mlah dipolisikan?? makhluk apa itu?! iblis atau makhluk tolol..?!",9 menit yang lalu,@firmanhasan9331,Netral
YouTube,Penjarakan rroy surio itu bikin gaduh aj kmu yg kepo urus hidup org knp itu kmu yg kepo barisan org yg sakit hati kmu harus di penjara seumur hidup biar kmu mewek sana mencemar nama baik org,9 menit yang lalu,@SujarSujar-b2b,Netral
YouTube,Hati2 pak Roy ...mereka SDH siapkan  Hakim ....ya Taulah hakim Indonesia,9 menit yang lalu,@amarmannaungichanel5680,Netral
YouTube,"Roy suryo masih dengan argumenya, tidak apa apa seorang mantan presiden memenjarakan ibu ibu tidak apa apa,

Siapa yang memulai siapa yg  ahirnya mencari pembelaan 😂😂😂😂",9 menit yang lalu,@SusanAlifa-by7tp,Netral
YouTube,Apapun alasannya alhamdulillah kami bukan orang tolol yg bisa percaya roy suryo dan apalagi amin rais.,9 menit yang lalu,@yoviehanafi7845,Netral
YouTube,"Roy Suryo pakar gak punya kerjaan, bersyukur ada pak Jokowi jadi ada kerjaan🤣",9 menit yang lalu,@syarifudinudin3333,Netral
YouTube,Roy suryo sudah ketar ketir (biar rakyat menilai mantan presiden melaporkan 2 ibu katanya)emang kalo mantan presiden mau lapor emang kenapa kan kalian yg duluan terus giring opini sampai diluar batas. ..,9 menit yang lalu,@JuriGinting-qm2ro,Netral
YouTube,"Secara pendapat dan rasah, bhwa ijazah itu adalah Dasar legalitas secara akurat dri. Ending dri. Sistem proses / prosedur akademis yg telah di tempuh sesuai ketentuan dari ketetapan yg benar..brarti ijazah itu adalah suatu kebenaran stiap wisudawan dri. Perguruan tinggi yang bersangkutan.. Kecuali.. ada terbit Ijazah. Lantas tdak ada namanya pada buku registrasi Alumni. Pda jurusan sesuai ijazah yg dimiliki.. Mka itu sja perlu.. Di klarifikasi dan di verifikasi kebenarannya... Scara akurat.. Krna bisa saja itu.Blum tentu kesalahan tapi hanya kekeliruan.. dll..dsb..Mkanya ini sja prlu di luruskan.. untuk mencari kebenaran sesuai apa adanya.. Tdak prlu. . ditambah dan tdak prlu di kurangi.",9 menit yang lalu,@Muh.Nur.A,Netral
YouTube,"Roy Suryo panci yg namanya sejarah tidak bisa di analisa tapi sejarah itu bisa dibuktikan dengan pelaku sejarah itu bersama teman dan orang sekitar yg hidup berbarengan pada masa itu jadi klo ijazah Jokowi yg tahu itu hanya orang 2 yg kuliah pada masa itu ditahun yg sama dan fakultas yg sama beserta dosen 2 dimasa itu dan lagi setiap Galu itu ad buku agenda yg memuat para siswa beserta foto di setiap civitas akademika, jadi utk ijazah seseorang tidak bisa ditebak 2 atau di analisa tapi yg bisa membuktikan temen2 seangkatan Jokowi dan dosen, utk pak Roy Suryo panci anda tidak bisa membelokkan sejarah dengan menganalisa",9 menit yang lalu,@mayameliana6831,Netral
YouTube,Org yg paling peduli dgn ijasah😂,9 menit yang lalu,@yukiapriliyo179,Netral
YouTube,"emang roy benci aja sama jokowi, apapun jkw lakuin tetep bakal salah. yang lebih goblok lagi orang orang yg percaya sama roy, udah tau rekam jejaknya roy tukang fitnah",9 menit yang lalu,@cihuyyy14,Netral
YouTube,Masyarakat perlu tau ijazah yang,9 menit yang lalu,@tunggalsukmono5227,Netral
YouTube,Ibu ibu juga kalo mulut nya berisik ngomg gak baik ke mantan presiden wajib di laporin. Klo udh tau ibu2 makanya diem ngurus anak aja.,9 menit yang lalu,@HitamPutih-gt2xr,Netral
YouTube,Walah mau ngeless... emg mantan presiden gk boleh mempidanakan orang yg menghina dirinya....dasar rai panci,9 menit yang lalu,@jumono123-u8d,Netral
YouTube,Babak baru yg seru.....,9 menit yang lalu,@fahronironi9786,Netral
YouTube,Waooooo.ijasah makan korban .ijasahini dulu makan korban2orang.sekarang minta korban minta 5orang lagi.ajor mumur indonesia gara2 ijasah pesugian.minta korban lagi.,9 menit yang lalu,@kuatsantoso6104,Netral
YouTube,"Roy Suryo sakit hati dari sudah hilang jabatan
Sudah tidak ada pekerjaan jadi mau  ingin jadi top
Roy Suryo tidak patut di contohi sebagai mantan pejabat
Roy Suryo mulut buaya
Mulut buas",9 menit yang lalu,@rudyantonio3637,Positif
YouTube,Harus diperlihatkan juga ijazah jokowi pada masyarakat jangan hanya sama polisi saja dan juga uji porensik,9 menit yang lalu (diedit),@ZulKifli-bg7ll,Netral
YouTube,Sibuk amat ngurusi ijasah,9 menit yang lalu,@SugengSudiarto,Netral
YouTube,Siap siap baju orange Roy Suryo 😂,9 menit yang lalu,@rianto244,Netral
YouTube,"Baru x ini mantan presiden RI mau d pidanakan oleh rakyat na yg mana kata na ijazah palsu dan dari sejak dulu warga dah curiga tapi Lom juga d usut..byk org blg terlambat mau usut Jokowi dg kasus ini knpa g dari dulu dulu jadi presiden, klo emnk terbukti otentik menggunakan ijazah palsu..rakyat menilai org org yg selalu d pakai dan dapat jabatan memiliki kartu AS tersendiri bagi penguasa, bahkan dia lah lebih tau isi dapur na.. kebebasan pendapat RI",9 menit yang lalu,@tagorengineer4724,Netral
YouTube,"Taiii kabeh,... Ini supYah kasus KORUPSI RATUSAN TRILIUN BIAR HILANG",9 menit yang lalu,@FauziUzi-k5k,Netral
YouTube,Orang gila harus segera dikerangkeng kalau tidak akan membuat kegaduhan dari dampak imajinasinya membuat fitnah dan pencemaran nama baik  terhadap orang lain,9 menit yang lalu (diedit),@SugiantoWijaya-hb6ts,Netral
YouTube,"Pengacara anda jangan bego2 banget,Jokowi itu bekas Presiden pak ,,
pak Advocat simple berikan Ijasa aslinya jokowi ke masyarakat RI ,k jokowi ,kan Beres ,,,ini malah bikin gaduhhhh ,,",10 menit yang lalu,@ahmadzulkarnain3857,Netral
YouTube,Bisa aja..mengatas namakan masyarakat..lo aja kali..,10 menit yang lalu,@Jersey_freakid,Netral
YouTube,"Negara lain pokus untuk memajukan negaranya,ini sibuk ngurusin ijazah 😂",10 menit yang lalu,@UsepSuherman-z4n,Netral
YouTube,"Kebohongan suatu saat nanti pasti terbongkar, IKN saja skrg sudah di senyap kan, kerja nyata buang2 uang dan nyusahin rakyat itu lah kebanyakan pemimpin di indonesia",10 menit yang lalu,@eycak3727,Netral
YouTube,"Tidak sembarang tunjukkan ... ijazah itu milik pribadi, hanya pengadilan dan tim seleksi yang berhak meminta menunjukkan barang milik pribadi.",10 menit yang lalu,@TheSansan889,Netral
YouTube,Hatter gonna be hate. Presiden sudah ganti masih aja dicari kesalahan jokowi. Kasihan. Semoga yg salah kena karma dari Tuhan Yang Maha Esa,10 menit yang lalu,@samsugab6063,Negatif
YouTube,"Negara negara yg lain udah maju2..
Di indo mundur 40 THN ke belakang..
Masih ngurusi ijazah Bae..😂😂",10 menit yang lalu,@untungwaluyo9390,Netral
YouTube,Iyo kang bikin mumet ae...,10 menit yang lalu,@tharlee3915,Netral
YouTube,Ujung2nya nanti minta mf yg bilang ijazah bpk jokowi palsu..,10 menit yang lalu,@MediaNusantara-t2o,Netral
YouTube,Makane RS  cs kl sdh diam disabari tp trs menerus dihujat.. Dicaci.. Difitnah.. Skrng stlh dilaporkan ganti ngomongnya mantan pres kok laporkan.. Ketakutan.. Smg p Jokowi seklrg sht sll🙏🙏,10 menit yang lalu,@yayuksupriyani1852,Netral
YouTube,Roy panci saja kosong omongannya 😂,10 menit yang lalu,@dwinanto2529,Netral
YouTube,orang aneh ni grombolan sakit hati..maunya menang sendr...dah penjarakan aj suryo ini,10 menit yang lalu,@triwaluyo4385,Netral
YouTube,PDIP selalu di hati❤,10 menit yang lalu,@cerinaeli3208,Netral
YouTube,"Emangnya ijazah p.jokowi merugikan si roy,niatnya si roy cari kesalahan p.jokowi karena sakit hati",10 menit yang lalu,@hadisupriadist8099,Netral
YouTube,"Semoga terbongkar semua apabila ada kebohongan!!apabila memang asli ijazahnya,maka terlapor dihukum sesuai Undang2 yg berlaku.TAPI apabila ternyata palsu...Hukuman apa yg pantas  untuk dia yg sudah menipu bangsa dan negara kita??",10 menit yang lalu,@Rubs8024,Netral
YouTube,"Ini bukti hebatnya dan cerdasnya jokowi di masa jadi presiden diam..setelah tak menjabat di biarkan  masuk prangkap langsung disikat., kecerdasan .katanya pakar kalah jauh",10 menit yang lalu,@Arnawa-zj8xe,Netral
YouTube,"Roy Suryo memang bertujuan menggiring opini masyarakat agar membenci Jokowi, sampai Roy Suryo merasa perlu untuk mengetahui proses skripsi Jokowi alumni UGM, banyak sekalu tuduham Roy Suryo kepada berbagai pihak diantaramya kepada UGM dan kepada POLDA metro jaya yang dianggap abal2 (rendah)",10 menit yang lalu,@mardijonomardi4324,Netral
YouTube,Roy suryo!!! Itu mencari sensasi aja.nga ada rakyat yg.mendukungnya. mulutnya bahaya juga.karna mulut tubuh binasa..!!,10 menit yang lalu,@robbyayalrobby4216,Netral
YouTube,APA DASAR JOKOWI LAPOR...TUNJUKKAN PADA PUBLIK.SUDAH SELESAI .Loya loya hakim jaksa .APAKAH SUDAH MASUK AMPLOT..POLISI INDIA.TAMAT SMA ..SUDAH DAPAT GAJI BELUM.BIKIN RIBUT RI...,11 menit yang lalu,@makmuradam8402,Netral
YouTube,"Lima orang itu pinter tapi pethuk ,cengoh",11 menit yang lalu,@Didi-t3h,Netral
YouTube,"Maka ny..jgn trlalu kepo klian dgn ijazah org..apa jg manfaat buat klian tntang ijazah pk jokowi, ngotot hrs tunjukan keaslian ijazah pk jokowi?? Nampak bnr klian benci  sm pk jokowi..akhir ny apa skrg??",11 menit yang lalu,@iwanSugars,Netral
YouTube,Mulut mantan seorang koruptor apa masih bisa di percaya?,11 menit yang lalu,@jojoputra1204,Netral
YouTube,Ah banyak bacot lo roy suryo bentar lagi masuk lagi lah !!!!,11 menit yang lalu,@ivanfaizal5081,Netral
YouTube,Kalapahhh,11 menit yang lalu,@msoleh9298,Netral
YouTube,Orang yg suka mempofokasih harusnya dipenjara seberat beratnya karnah Uda membuat keresahan yg menghambat kemajuan,11 menit yang lalu,@SaenalEnal-u5l,Netral
YouTube,"Hati"", roy suryo itu sangat licik.",11 menit yang lalu,@UbielSumbreng,Netral
YouTube,"Kata RS kalau Jokowi Tunjukan, maka tak ada masalah dan masyakarat tdk curiga. Ini RS dkk. Waras gk sih? Kau siapa sehingga Jokowi menunjukkan ijazahnya ke kamu? Add aja negara konoha ini😂",11 menit yang lalu,@Tobatlah-q8i,Netral
YouTube,"Kalu melihat,jawaban antara saudara Roy,dgn kuasa hukum Jukowi,antara jawaban yg jujur/benar,,,saya memilih Roy Suryo,,,kl d liat dr muka,mata dll,Roy Suryo memang benar",11 menit yang lalu,@RizkiGina-b1j,Netral
YouTube,Roy Suryo berat untuk berjuang kebenaran,11 menit yang lalu,@lohanarwana1383,Netral
YouTube,"Cara berpikir nya begini...
Roy Suryo dkk mendapatkan ijazah dari seseorang.. kemudian mereka meneliti keaslian ijazah tersebut.. baru kemudian bisa mengambil kesimpulan asli atau tidak... Gitu kan?

Nah klo ijazah pak Jokowi belum diserahkan kepada mereka dan mereka juga belum meneliti berarti belum ada kesimpulan ijazah Jokowi itu asli atau palsu..
Terus pak Jokowi melaporkan 5 orang tersebut atas tuduhan apa?

Saat ini Roy Suryo dkk sedang disibukkan meneliti skripsi Jokowi yang hasilnya skripsi nya agak nyelene, ga umum  serta lucu..",11 menit yang lalu,@arisetyana5145,Netral
YouTube,biarpun asli Roy ttep anģgap palsu.karna yg bener harus roy suryo.nggak sesuai dng penelitian nya..Repot jadinya,11 menit yang lalu,@sutanto9527,Netral
YouTube,"Percuma nama juga dia ngarang asal nuduh
Kalo emg asli ditunjukin juga sma aja😂😂
Slah pun ttap kuatkan urat leher buat bantah😂😂",11 menit yang lalu,@MamatGunshop-u2p,Netral
YouTube,Siap.....siappp...ikam😂😂😂,11 menit yang lalu,@tintonsuprapto5811,Netral
YouTube,Kalau pak jokowi sudah tunjukan ijazah aslinya..maka bagi yg memfitnah .harus fi hukum mati.,11 menit yang lalu,@rofinusmaru826,Netral
YouTube,"Kalo mau tunjukkan ya harus di Media TV ijazah asli Jokowi, lalu tampilkan juga minimal 50% ijazah asli seangkatannya. Jadi kita tahu apakah ijazah asli Jokowi memang benar-benar asli?",11 menit yang lalu,@denihenriansyah366,Negatif
YouTube,"Dari awal kalau sudah ada pertanyaan dan kegaduhan terkait ijazah palsu, kenapa tidak dari awal tunjukin tu ijazah dan diuji..? Aapkah dulu belum ""siap""..? Sesimpel itu aja,,
Lah kenapa sekarang melaporkan dgn dalih pencemaran nama baik, apa karena sudah siap untuk menjebak bagian rakyat yg peka dan mencurigai ijazah palsu orang no 1 yg pernah menjabat 2 priode .? Lucu",11 menit yang lalu,@ZainalArifin-v1o,Netral
YouTube,"Kntlll ga jelas, masi aje urusan gini ijazah di bahas²",11 menit yang lalu,@tigakuncup6523,Netral
YouTube,"Jangan kasi kendor pak jokowi ,pak suryo dkk harus di proses secara hukum karna udah meresahkan rakyat kita,kalau tidak di proses nanti senak nya saja mereka2 ini bikin fitnah apa apa lagi terhadap yg lainnya",11 menit yang lalu,@DimoDimus,Netral
YouTube,"Roy suryo ....tobatlah, lo bentu tentu pakar beneran",11 menit yang lalu,@PusanPutranto,Netral
YouTube,"Penelitian sakit hati,jadi fitnah",12 menit yang lalu,@PowerRanger-hj3qz,Netral
YouTube,"Kemaren lucu pas debat sama aiman itu si projo cuma bisa nakutin ancaman pidana padahal pak rismon minta jawaban ilmiah bukan jawab ancaman pidana doang, datang lawan dgn jawaban dan data ilmiah bukan sembunyi, ngelapor ke polisi oknum tukang kibul demi stabilitas negara",12 menit yang lalu,@Wongfaehong,Netral
YouTube,"ya elah tgl tunjukin aja mukidi klw emg ijazah ente asli,,ga usah ribet kan banyak ahli nanti yg bakal ngecek..lagian gw baru denger di UGM ada jurusan teknologi kayu,,mana ada jurusan itu..klw emg bnr kuliah mah ga bakal salah nyebut nama jurusan sendiri..aneh dan membagongkan bnr2...gokil2 mokondo bisa jadi presiden,,kacau !!",12 menit yang lalu,@thetroublemaker16,Netral
YouTube,Roy Suryo kita doakan dibui....pembuat gaduh...,12 menit yang lalu,@nusantaratv1589,Netral
YouTube,roy suryo ketakutan:face-blue-smiling::face-blue-smiling::face-blue-smiling:,12 menit yang lalu,@jasavast6905,Netral
YouTube,"Buset ribet amat sih orang itu tinggal nunjukin ijazah doang, lebih seneng bikin rakyat ribut itu orang satu.",12 menit yang lalu,@ParadoxArtificial,Netral
YouTube,"roy panci pakar telenovela perlu tahu ijazah pak Jokowi tidak akan ditunjukkan pada gerombolan dungu yang hatinya penuh kebencian yang dengan bodohnya ingin mencoreng nama baik pak Jokowi...
😊",12 menit yang lalu,@thomasadwiarto3735,Netral
YouTube,"cuman di indonesia lah begini, lawak x mantan presiden disuruh nunjukkin ijazah asli. terlampau bodoh roy suryo.",12 menit yang lalu,@Nubies,Netral
YouTube,Negarawan yg berjiwa KERDIL,12 menit yang lalu,@usmawijaya2859,Netral
YouTube,Tdk butuh ji semua org liat .tdk ada untung nya,12 menit yang lalu,@juanpammase-hf4fl,Netral
YouTube,"Nggak sesimpel itu lah, beliau kepala negara, misal pak minta nomor selana nya atau nomor sepatu nya itukan simpel tinggal tunjukan. Seorang kepala negara gk bisa gitu.!! Sekarang beliau sudah jadi sipil biasa orang diam juga klo sering diusik ya pasti bertindak.",12 menit yang lalu,@TiwiAmelin,Netral
YouTube,Orang2 udh pada pergi ke bulan...lah konoha malah ribut ngurusin ijazah ...🤦‍♂️,12 menit yang lalu,@adhibhorneo5094,Netral
YouTube,"Ini, pertarungan, IPTEK TELEMATIKA, Digital porensi obyek asli tdk asli ijazah Fak Hukum UGM. Jadi penyidik harus menggunakan IPTEK. Di sini teruji, mana obyektip. Bila perlu ahli Datengkan dari Luar negeri  spy jeobyetipan hasil penelitian atau sarntifik yg dapat di pertanggung wabkan scr hukum. Jokowi jelas di bawa ijazah aslinya ke Polda metro dg siap di uji keasliannya dg ahleniptek telematika dan digital porensik. Selesai.",12 menit yang lalu,@gdecarde9781,Netral
YouTube,"siapa saja yg terbukti salah, hukum mati aja, 
buat gaduh dalam negara, terbuka kasus baru bisa menutupi kasus lama,
kadang ada yg nyari viral,,,
saran saya ne, lebih baik yang salah di hukum mati,,,,",12 menit yang lalu (diedit),@NKRI45_MP-GRD,Netral
YouTube,"Bodo amat...mau ribut ribut situ lah pejabat..
Muak udah liat pemimpin yg saling sikut demi ego pribadi.
Angep aja hiburan",12 menit yang lalu,@arieway1907,Netral
YouTube,"Roy suryo mambu endog,ngomonge",12 menit yang lalu,@kokopi2842,Netral
YouTube,Jgn lupa kuasa hukum nya juga harus ikut di seret karena dia membela yg salah,12 menit yang lalu,@takeshybrai9820,Netral
YouTube,"Kalau bawa ijazah asli ya tujukan ke publik 
Klu  untuk yg pitnah proses gitu ajh repot",12 menit yang lalu,@Q-NOY-02,Netral
YouTube,Mulai ketar ketir mas roy suryo,12 menit yang lalu,@alvinoal313,Netral
YouTube,Knp dari dulu aja tunjukan ijasah nya molyonu molyono,13 menit yang lalu,@gameskill5029,Netral
YouTube,"Sebenernya tidak akan serumit ini, tinggal menunjukkan yg asli selesai",13 menit yang lalu,@MuhammadTeguh-d2w,Netral
YouTube,Pidanakan dua ibu? Hello...maksudnya apa? Emang g boleh laporkan ibu ibu kalau tebar fitnah kebencian nama baik?..,13 menit yang lalu,@DianRatri-pz8uo,Netral
YouTube,Penjarakan manusia laknat ini,13 menit yang lalu,@ArfaDian-v9v,Netral
YouTube,Penuh dgn rekayasa kenapa tidak dari dulu saja ijasahnya dikeluarkan jokowi senang adu domba rakyat,13 menit yang lalu,@Thefather-h8w,Netral
YouTube,"telah mencemarkan nama baik presiden RI ke 7 , dengan ini roy suryo dinytakn kudeta pemberontak RI . 

#lawankerocokerco
#indonesiapintarbermartabat
#indonesiaantiorangperusaknegara
#indonesiapintarcerdas",13 menit yang lalu (diedit),@AliAhmadi-v7h,Netral
YouTube,"Sebenarnya sejak HTI dan FPI dibubarkan,kalian kalian sudah mencari cari celah untuk menggagalkan semua kebijakan pak jokowi.jd roy panci jng membuat seakan akan masalah ijasah palsu ini baru.siap siap aja masuk kandang,karena pastinya kebijakan jokowi tidak bakalan bisa dihapus.",13 menit yang lalu,@Abdullahmanik-gs6mv,Netral
YouTube,Enak aja...roy suryo jgn kasih kendor...konswensi bikin gaduh...prodeo,13 menit yang lalu,@indriwantoro4181,Netral
YouTube,Jagan ka di lihat kan ke polisi..diperlihata ke Mas Panci aja pasti dia gak akan percaya..,13 menit yang lalu,@warsayogaswara7991,Netral
YouTube,Pak Jokowi track record selama jd presiden suka berbohong.Jadi saya lebih percayai beberapa ahli yg bilang skripsi sarjana nya Jokowi palsu.,13 menit yang lalu,@IwanRidwanto-w2h,Netral
YouTube,"Dulu kalian puja2' Jokowi, skrg kalian hina2,  dsr org2 munafik",13 menit yang lalu,@AwasKamu-rx5ps,Netral
YouTube,Semoga para pembenci dibukum berat lha apakah rai ulo juga punya ijasah asli telematika coba tunjukan keseluruh rakyat indonesia pandei bicara bodoh kerja lagu kebangsaan saja gak bisa,13 menit yang lalu,@HartoSopir-u1f,Netral
YouTube,ayo mana alumni2 ugm lainnya.. tunjukkan sikap kalian,13 menit yang lalu,@EdukazeChannel,Netral
YouTube,😂 MASUUUKK..😅,13 menit yang lalu,@sadewa2096,Netral
YouTube,Dendam terpendam akan ke bawa ke liang lahat..,13 menit yang lalu,@mujionoaji5563,Netral
YouTube,assalamualaikum semua sehat selalu ya alloh pak anda sudah tidak menjabatpun masih ajah ada orang yg tasuka 😢😢😢 semoga bp Jokowi selalu sabar menghadapi orang yang zolim amin,13 menit yang lalu,@YatiNurlina,Netral
YouTube,"Yg jelas bagaimanapun aku gak percaya ijazahnya asli..
Harus uji porensik lagi..",13 menit yang lalu,@Bew0234,Netral
YouTube,Tinggal tanyain Jokowi langsung dulu tempat duduknya dimana teman temannya siapa saja KKN nya dulu dimana,13 menit yang lalu,@sochipchasan,Netral
YouTube,"Stlh ini coba minta Sby dan Prabowo tunjukan ijazah, berani ga? 😂",13 menit yang lalu,@elainechannel9441,Netral
YouTube,"Susah klo seseorang merasa dia yg paling benar,yg lain salah",14 menit yang lalu,@SaenalEnal-u5l,Netral
YouTube,"Lihat muka panci ketawanya , tapi hatinya nangis",14 menit yang lalu,@slametmamo7469,Netral
YouTube,Ini mantan mentri panci makin lama makin stress kasian keluarganya,14 menit yang lalu,@Cah_ojol_chanel,Netral
YouTube,"Untuk Kejujuran Yg Ikhlas Ridho Krn Diri Pribadi Sebagai Hamba Tuhan, Silahkan Introspeksi Dirimu Masing Masing, Seperti Apa Kejujuran Pribadi itu",14 menit yang lalu,@anomanputrowatuulo9409,Netral
YouTube,"Tidak bisa di tunjukkan Bro, takut nya nanti ada yang menganalisis dan mengevaluasi sehingga timbul masalah baru lagi 😅😂😂",14 menit yang lalu,@apatar6463,Netral
YouTube,Kamu aja yg selalu mempersalahkan.. dasar suryo sok ahli.. ahli abal-abal,14 menit yang lalu,@aabbanafa,Netral
YouTube,Pinokio oh pinokio...suatu saat Tuhan akan menunjukan kekuasaannya. Mungkin kami rakyat tidak mengetahuinya saat itu tiba tapi kalian kroni kroninya yang akan merasakannya. Time will tell....sekarang udah mulai terbuka sedikit demi sedikit.,14 menit yang lalu,@firsta444,Netral
YouTube,Si roy sakit hatinya bener2 ga ketolong😂,14 menit yang lalu,@NijukDesuy-w6g,Netral
YouTube,Biar jdi pelajaran buat para pembuat ricuh,14 menit yang lalu,@yuniarsoadinugroho8716,Netral
YouTube,"𝑱𝒍𝒔 𝒕𝒂𝒖 𝒔𝒊𝒕𝒖 𝒕𝒖𝒌𝒂𝒏𝒈 𝒇𝒊𝒕𝒏𝒂𝒉,𝒉𝒖𝒌𝒖𝒎 𝒂𝒋𝒂 𝒃𝒊𝒂𝒓 𝒈𝒌 𝒃𝒖𝒂𝒕 𝒈𝒂𝒅𝒖𝒉 𝒍𝒈",14 menit yang lalu,@M.Taher-jo6fw,Netral
YouTube,"Padahal roysuryo berharap banget ijasahnya palsu.dan akan bisa tertawa lepas dengan teman""nya",14 menit yang lalu,@ryanaja3114,Netral
YouTube,Kami sebagai Masyarakat menilai bahwa tai Roy Suryo berada di kepala seperti udang,14 menit yang lalu,@alvarido601,Netral
YouTube,Ada ac ku di rumah siapa yg ambl ya,14 menit yang lalu,@juanpammase-hf4fl,Netral
YouTube,"Uripe roy surya penuh dengki dan iri
Ngapain ngurusin orang lain
Igt akhirat smakin mendekat",14 menit yang lalu,@komenkjr1088,Netral
YouTube,Tunjukkan ke pengadilan baru ketemu masalahnya Jokowi setan,14 menit yang lalu,@fahmyabdillah8806,Netral
YouTube,ROY SURYO MUTER MUTER MULUTYA BERBUSA YG AKAN MENGHANTARKAN KE PENJARA,14 menit yang lalu,@SupriyonoPati,Netral
YouTube,"Sayangnya pernyataan UGM bhw pak jokowi pernah kuliy😊ah disana tp hanya pernyataan tanpa bukti, karena itu pak Rismon dan kawan2 tidak bisa percaya",14 menit yang lalu,@kaspiahhatta7375,Netral
YouTube,Ada ac ku di rumah siapa yg ambl ya,14 menit yang lalu,@juanpammase-hf4fl,Netral
YouTube,Hrus dipidsnakn,14 menit yang lalu,@masgambleh9369,Netral
YouTube,"RS emang tujuannya untuk mencari kesalahan ,",14 menit yang lalu,@budih2755,Netral
YouTube,"Jokowi pasti mau bohong lagi , raja pembohong",14 menit yang lalu,@RissanPasaribu,Netral
YouTube,Kalau betulenang roi suryo diangkat jadi pejabat yg paleng jujur,14 menit yang lalu,@OrbitPhone-e1w,Netral
YouTube,Negara Konoha memang lucu masalah ijazah di masalahkan . Giliran korupsi pada bungkam,14 menit yang lalu,@fanipuspitasari171,Netral
YouTube,Aneh sih lulusan UGM tp kok malu malu mau tunjukin ijazah nya???mau JD mahasiswa UGM aja ga mudah apalagi bisa lulus Di UGM. Berarti joko tidak bangga sbg lulusan UGM ya?,14 menit yang lalu,@themaster1571,Netral
YouTube,Yg benar dikunjara yg salah tertawa..ho ho ho ho....,14 menit yang lalu,@aninihayati6317,Netral
YouTube,Roy ini sudah rusak mentalnya tak punya kafasitas masih hahahehe menyebumyikan rasa malunya.,14 menit yang lalu,@triantari5570,Netral
